crime,year,uf,reporting_status,months_present,months_numeric,count_reported,measurement_concept,value_field,raw_labels,definition_version_flag,comparability_class
Estupro de vulnerável,2022,SP,FULL_12_MONTHS,12,12,11274,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2022,TO,FULL_12_MONTHS,12,12,911,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,AC,FULL_12_MONTHS,12,12,459,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,AL,FULL_12_MONTHS,12,12,928,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,AM,FULL_12_MONTHS,12,12,791,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,AP,FULL_12_MONTHS,12,12,538,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,BA,FULL_12_MONTHS,12,12,4013,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,CE,FULL_12_MONTHS,12,12,1768,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,DF,FULL_12_MONTHS,12,12,718,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,ES,FULL_12_MONTHS,12,12,1558,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,GO,FULL_12_MONTHS,12,12,3643,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,MA,FULL_12_MONTHS,12,12,1457,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,MG,FULL_12_MONTHS,12,12,4187,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,MS,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,MT,FULL_12_MONTHS,12,12,1839,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,PA,FULL_12_MONTHS,12,12,4600,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,PB,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,PE,FULL_12_MONTHS,12,12,2252,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,PI,FULL_12_MONTHS,12,12,1157,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,PR,FULL_12_MONTHS,12,12,6220,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,RJ,FULL_12_MONTHS,12,12,3930,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,RN,FULL_12_MONTHS,12,12,1070,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,RR,FULL_12_MONTHS,12,12,584,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,RS,FULL_12_MONTHS,12,12,4549,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,SC,FULL_12_MONTHS,12,12,3588,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,SE,FULL_12_MONTHS,12,12,899,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,SP,FULL_12_MONTHS,12,12,12123,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2023,TO,FULL_12_MONTHS,12,12,838,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,AC,FULL_12_MONTHS,12,12,560,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,AL,FULL_12_MONTHS,12,12,1019,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,AM,FULL_12_MONTHS,12,12,1161,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,AP,FULL_12_MONTHS,12,12,685,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,BA,FULL_12_MONTHS,12,12,4227,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,CE,FULL_12_MONTHS,12,12,1679,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,DF,FULL_12_MONTHS,12,12,741,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,ES,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,GO,FULL_12_MONTHS,12,12,3599,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,MA,FULL_12_MONTHS,12,12,1392,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,MG,FULL_12_MONTHS,12,12,4196,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,MS,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,MT,FULL_12_MONTHS,12,12,2040,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,PA,FULL_12_MONTHS,12,12,4364,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,PB,FULL_12_MONTHS,12,12,898,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,PE,FULL_12_MONTHS,12,12,2006,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,PI,FULL_12_MONTHS,12,12,1146,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,PR,FULL_12_MONTHS,12,12,6249,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,RJ,FULL_12_MONTHS,12,12,4185,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,RN,FULL_12_MONTHS,12,12,1050,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,RR,FULL_12_MONTHS,12,12,674,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,RS,FULL_12_MONTHS,12,12,4415,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,SC,FULL_12_MONTHS,12,12,3366,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,SE,FULL_12_MONTHS,12,12,926,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,SP,FULL_12_MONTHS,12,12,12452,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2024,TO,FULL_12_MONTHS,12,12,889,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,AC,FULL_12_MONTHS,12,12,482,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,AL,FULL_12_MONTHS,12,12,643,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,AM,FULL_12_MONTHS,12,12,1353,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,AP,FULL_12_MONTHS,12,12,551,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,BA,FULL_12_MONTHS,12,12,3999,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,CE,FULL_12_MONTHS,12,12,1569,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,DF,FULL_12_MONTHS,12,12,614,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,ES,FULL_12_MONTHS,12,12,1103,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,GO,FULL_12_MONTHS,12,12,3164,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,MA,FULL_12_MONTHS,12,12,1687,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,MG,FULL_12_MONTHS,12,12,4151,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,MS,FULL_12_MONTHS,12,12,1198,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,MT,FULL_12_MONTHS,12,12,1667,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,PA,FULL_12_MONTHS,12,12,4722,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,PB,FULL_12_MONTHS,12,12,1081,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,PE,FULL_12_MONTHS,12,12,1733,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,PI,FULL_12_MONTHS,12,12,1223,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,PR,FULL_12_MONTHS,12,12,5342,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,RJ,FULL_12_MONTHS,12,12,4204,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,RN,FULL_12_MONTHS,12,12,1033,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,RO,FULL_12_MONTHS,12,12,1123,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,RR,FULL_12_MONTHS,12,12,540,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,RS,FULL_12_MONTHS,12,12,4047,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,SC,FULL_12_MONTHS,12,12,2605,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,SE,FULL_12_MONTHS,12,12,849,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,SP,FULL_12_MONTHS,12,12,12239,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Estupro de vulnerável,2025,TO,FULL_12_MONTHS,12,12,690,vítimas,total_vitima,Estupro de vulnerável,separate_victim_indicator,COMPARABLE
Feminicídio,2015,AC,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,AL,FULL_12_MONTHS,12,12,11,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,AM,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,AP,FULL_12_MONTHS,12,12,7,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,BA,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,CE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,DF,FULL_12_MONTHS,12,12,9,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,ES,NOT_REPORTED,0,0,,vítimas,total_vitima,,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,GO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,MA,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,MG,FULL_12_MONTHS,12,12,157,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,MS,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,MT,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,PA,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,PB,FULL_12_MONTHS,12,12,18,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,PE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,PI,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,PR,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,RJ,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,RN,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,RR,FULL_12_MONTHS,12,12,6,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,RS,FULL_12_MONTHS,12,12,99,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,SC,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,SE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,SP,FULL_12_MONTHS,12,12,41,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2015,TO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,AC,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,AL,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,AM,FULL_12_MONTHS,12,12,11,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,AP,FULL_12_MONTHS,12,12,6,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,BA,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,CE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,DF,FULL_12_MONTHS,12,12,21,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,ES,FULL_12_MONTHS,12,12,35,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,GO,FULL_12_MONTHS,12,12,10,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,MA,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,MG,FULL_12_MONTHS,12,12,116,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,MS,FULL_12_MONTHS,12,12,36,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,MT,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,PA,FULL_12_MONTHS,12,12,51,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,PB,FULL_12_MONTHS,12,12,24,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,PE,FULL_12_MONTHS,12,12,112,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,PI,FULL_12_MONTHS,12,12,30,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,PR,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,RJ,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,RN,FULL_12_MONTHS,12,12,37,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,RR,FULL_12_MONTHS,12,12,3,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,RS,FULL_12_MONTHS,12,12,99,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,SC,FULL_12_MONTHS,12,12,54,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,SE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,SP,FULL_12_MONTHS,12,12,63,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2016,TO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,AC,FULL_12_MONTHS,12,12,13,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,AL,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,AM,FULL_12_MONTHS,12,12,17,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,AP,FULL_12_MONTHS,12,12,7,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,BA,FULL_12_MONTHS,12,12,74,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,CE,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,DF,FULL_12_MONTHS,12,12,16,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,ES,FULL_12_MONTHS,12,12,42,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,GO,FULL_12_MONTHS,12,12,23,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,MA,FULL_12_MONTHS,12,12,52,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,MG,FULL_12_MONTHS,12,12,144,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,MS,FULL_12_MONTHS,12,12,33,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,MT,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,PA,FULL_12_MONTHS,12,12,49,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,PB,FULL_12_MONTHS,12,12,25,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,PE,FULL_12_MONTHS,12,12,76,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,PI,FULL_12_MONTHS,12,12,27,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,PR,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,RJ,FULL_12_MONTHS,12,12,68,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,RN,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,RR,FULL_12_MONTHS,12,12,3,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,RS,FULL_12_MONTHS,12,12,83,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,SC,FULL_12_MONTHS,12,12,53,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,SE,FULL_12_MONTHS,12,12,20,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,SP,FULL_12_MONTHS,12,12,121,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2017,TO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,AC,FULL_12_MONTHS,12,12,14,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,AL,FULL_12_MONTHS,12,12,22,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,AM,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,AP,FULL_12_MONTHS,12,12,4,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,BA,FULL_12_MONTHS,12,12,76,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,CE,FULL_12_MONTHS,12,12,30,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,DF,FULL_12_MONTHS,12,12,27,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,ES,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,GO,FULL_12_MONTHS,12,12,36,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,MA,FULL_12_MONTHS,12,12,46,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,MG,FULL_12_MONTHS,12,12,158,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,MS,FULL_12_MONTHS,12,12,36,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,MT,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,PA,FULL_12_MONTHS,12,12,69,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,PB,FULL_12_MONTHS,12,12,34,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,PE,FULL_12_MONTHS,12,12,74,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,PI,FULL_12_MONTHS,12,12,26,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,PR,FULL_12_MONTHS,12,12,71,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,RJ,FULL_12_MONTHS,12,12,71,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,RN,FULL_12_MONTHS,12,12,30,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
Feminicídio,2018,RO,FULL_12_MONTHS,12,12,0,vítimas,total_vitima,Feminicídio,legal_category_adoption,COMPARABLE_WITH_BREAK
